                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.3774,                 2.3202,                 1.1973,                0.55428,                 0.1769,                0.24654,                0.16121,                 1.5264,                 3.1858,                 1.3214,             0.00017371,             0.00017371,             0.00017371
                     17,                 1.3661,                 2.3118,                 1.2299,                0.48909,                0.17636,                0.23893,                0.14935,                 1.5611,                 3.1695,                 1.3557,             0.00017169,             0.00017169,             0.00017169
                     18,                 1.3513,                 2.2036,                 1.1979,                0.55576,                0.18215,                0.24206,                0.15601,                 1.5066,                 3.1455,                 1.3463,             0.00016967,             0.00016967,             0.00016967
                     19,                 1.3509,                 2.2008,                   1.19,                0.51136,                0.20169,                0.24424,                0.15375,                  1.508,                 3.1052,                   1.35,             0.00016765,             0.00016765,             0.00016765
                     20,                 1.3679,                 2.2348,                 1.2086,                 0.5169,                0.19412,                0.23582,                0.15369,                 1.5161,                 3.1032,                 1.3607,             0.00016563,             0.00016563,             0.00016563
                     21,                 1.3056,                 2.1611,                 1.1881,                0.48981,                0.17819,                0.22944,                0.13985,                 1.5465,                 3.1122,                 1.3579,             0.00016361,             0.00016361,             0.00016361
                     22,                  1.362,                 2.2133,                 1.2049,                0.56707,                 0.1773,                0.24068,                0.15247,                 1.5451,                 3.1046,                 1.3524,             0.00016159,             0.00016159,             0.00016159
                     23,                 1.2728,                 2.1221,                 1.1875,                0.55888,                0.19798,                0.25472,                0.15963,                 1.5404,                 2.9861,                 1.3381,             0.00015957,             0.00015957,             0.00015957
                     24,                 1.2904,                 2.0496,                 1.1993,                0.44728,                0.19617,                0.23491,                 0.1387,                 1.5969,                 2.9753,                 1.3842,             0.00015755,             0.00015755,             0.00015755
                     25,                 1.3148,                 1.9249,                  1.164,                0.43632,                0.15035,                0.22804,                0.13408,                 1.5721,                 3.1608,                 1.3801,             0.00015553,             0.00015553,             0.00015553
                     26,                  1.286,                 1.9915,                 1.1707,                0.43088,                0.14517,                0.21457,                0.13094,                 1.5912,                 3.1968,                 1.3903,             0.00015351,             0.00015351,             0.00015351
                     27,                 1.2064,                 1.9094,                 1.1559,                 0.4137,                0.18382,                0.23516,                0.14029,                 1.5798,                 3.1219,                  1.392,             0.00015149,             0.00015149,             0.00015149
                     28,                 1.2592,                 1.9597,                 1.1657,                0.42018,                0.18909,                0.24244,                0.14557,                 1.5877,                 3.0492,                 1.3932,             0.00014947,             0.00014947,             0.00014947
                     29,                 1.2708,                 1.8878,                  1.153,                 0.4166,                0.16692,                0.23486,                0.14834,                 1.5522,                 3.0825,                 1.3845,             0.00014745,             0.00014745,             0.00014745
                     30,                  1.252,                 1.8605,                   1.16,                0.47511,                0.17675,                0.22745,                0.14686,                 1.4866,                 3.0288,                 1.3671,             0.00014543,             0.00014543,             0.00014543
                     31,                 1.2555,                 1.8476,                 1.1486,                0.42952,                0.17131,                0.23235,                0.14017,                 1.5345,                 3.0587,                 1.3771,             0.00014341,             0.00014341,             0.00014341
                     32,                 1.2693,                 1.8651,                 1.1401,                0.45822,                0.18175,                0.23833,                0.14381,                 1.5135,                 3.0037,                 1.3779,             0.00014139,             0.00014139,             0.00014139
                     33,                 1.2615,                  1.807,                 1.1518,                0.43367,                0.17623,                0.25541,                0.16516,                 1.5538,                 2.9069,                 1.3865,             0.00013937,             0.00013937,             0.00013937
                     34,                 1.3188,                 1.8225,                  1.149,                0.44676,                0.17766,                0.25356,                0.15512,                 1.5621,                 2.8759,                 1.3894,             0.00013735,             0.00013735,             0.00013735
                     35,                 1.2497,                  1.843,                 1.1403,                0.48792,                0.19214,                0.23843,                0.14738,                 1.5104,                 2.9151,                  1.362,             0.00013533,             0.00013533,             0.00013533
                     36,                  1.288,                 1.7954,                 1.1398,                0.56566,                 0.1839,                0.22982,                 0.1368,                 1.5251,                 2.9779,                 1.3707,             0.00013331,             0.00013331,             0.00013331
                     37,                 1.2534,                 1.7891,                 1.1594,                0.46965,                0.17915,                0.24304,                0.14375,                 1.5716,                 3.0958,                 1.3972,             0.00013129,             0.00013129,             0.00013129
                     38,                 1.2251,                  1.743,                 1.1428,                0.51517,                0.17441,                0.24049,                0.14861,                 1.6289,                 3.1181,                 1.4246,             0.00012927,             0.00012927,             0.00012927
                     39,                 1.2038,                 1.6319,                 1.1319,                0.54397,                0.18357,                0.29273,                0.17459,                 1.5989,                 3.0871,                 1.4152,             0.00012726,             0.00012726,             0.00012726
                     40,                   1.23,                  1.746,                 1.1309,                0.43307,                0.18577,                 0.2808,                0.16383,                 1.5975,                 3.0288,                 1.4122,             0.00012524,             0.00012524,             0.00012524
                     41,                 1.2064,                 1.6768,                 1.1268,                0.47999,                0.16451,                0.27679,                0.16589,                 1.5645,                 2.9172,                 1.3802,             0.00012322,             0.00012322,             0.00012322
                     42,                 1.1661,                  1.627,                 1.1087,                0.08662,                0.56714,                0.27528,                0.17559,                 1.5645,                 2.8149,                 1.3661,              0.0001212,              0.0001212,              0.0001212
                     43,                 1.2467,                 1.6901,                 1.1414,                0.09649,                0.56508,                0.27307,                0.17116,                 1.5243,                 2.9058,                 1.3639,             0.00011918,             0.00011918,             0.00011918
                     44,                 1.1999,                  1.605,                 1.1166,                0.54684,                0.16928,                0.28595,                0.18137,                 1.5387,                 2.9505,                  1.372,             0.00011716,             0.00011716,             0.00011716
                     45,                 1.1968,                 1.6281,                 1.0906,                0.60241,                0.17966,                0.31218,                0.19054,                 1.5278,                 2.9766,                 1.3621,             0.00011514,             0.00011514,             0.00011514
                     46,                 1.1724,                 1.5611,                  1.104,                0.53995,                0.20607,                 0.3195,                0.19612,                 1.5271,                 2.9838,                 1.3599,             0.00011312,             0.00011312,             0.00011312
                     47,                 1.1854,                 1.5497,                  1.102,                0.46501,                 0.1783,                0.29848,                0.17865,                 1.4825,                 2.9669,                 1.3414,              0.0001111,              0.0001111,              0.0001111
                     48,                 1.1496,                 1.5514,                 1.1176,                0.52413,                0.15423,                0.29177,                0.17647,                 1.4981,                  2.983,                  1.361,             0.00010908,             0.00010908,             0.00010908
                     49,                 1.1643,                  1.527,                 1.0978,                0.52068,                 0.1541,                0.28594,                 0.1703,                 1.5307,                 3.0134,                 1.3857,             0.00010706,             0.00010706,             0.00010706
                     50,                 1.1378,                  1.549,                 1.0976,                0.10095,                 0.5458,                 0.2709,                0.16445,                 1.5407,                 3.0081,                 1.3942,             0.00010504,             0.00010504,             0.00010504
                     51,                 1.1645,                 1.5722,                 1.0987,                0.53584,                0.21545,                 0.2841,                0.17573,                 1.5793,                 2.9442,                 1.4059,             0.00010302,             0.00010302,             0.00010302
                     52,                 1.1802,                 1.5384,                 1.1064,                0.34353,                0.26051,                0.30484,                0.18381,                 1.5545,                 2.8758,                 1.3863,               0.000101,               0.000101,               0.000101
                     53,                  1.154,                 1.5208,                 1.0906,                0.09418,                0.58362,                0.30056,                0.18121,                 1.5438,                 2.8799,                 1.3904,             9.8981e-05,             9.8981e-05,             9.8981e-05
                     54,                  1.156,                 1.5004,                 1.0734,                0.31937,                 0.2082,                0.29862,                0.17429,                 1.5451,                 2.9048,                 1.3839,             9.6961e-05,             9.6961e-05,             9.6961e-05
                     55,                 1.1303,                  1.499,                 1.0947,                 0.0955,                0.54498,                0.28947,                0.17616,                 1.5632,                 2.9873,                 1.3979,             9.4942e-05,             9.4942e-05,             9.4942e-05
                     56,                 1.1499,                 1.4703,                 1.1053,                0.47052,                0.16628,                0.29133,                0.17891,                 1.5774,                 3.0696,                 1.4166,             9.2922e-05,             9.2922e-05,             9.2922e-05
                     57,                  1.251,                 1.5816,                 1.1199,                0.52424,                0.15309,                0.29167,                0.17782,                 1.5996,                 3.0076,                 1.4264,             9.0902e-05,             9.0902e-05,             9.0902e-05
                     58,                 1.1579,                 1.4942,                 1.1055,                0.54307,                0.18244,                0.29654,                0.17739,                  1.583,                 2.8371,                 1.4034,             8.8883e-05,             8.8883e-05,             8.8883e-05
                     59,                 1.1389,                 1.4312,                 1.0816,                0.54811,                0.18011,                  0.313,                0.18644,                 1.5457,                 2.8534,                 1.3961,             8.6863e-05,             8.6863e-05,             8.6863e-05
                     60,                   1.09,                 1.4558,                   1.09,                0.59803,                0.17933,                0.31207,                 0.1876,                  1.543,                 2.8479,                 1.3983,             8.4844e-05,             8.4844e-05,             8.4844e-05
                     61,                 1.1261,                 1.4012,                  1.081,                0.10997,                0.54666,                0.30838,                0.18432,                 1.5292,                 2.8781,                 1.3796,             8.2824e-05,             8.2824e-05,             8.2824e-05
                     62,                 1.0675,                 1.3844,                 1.0748,                0.58524,                0.16117,                0.24965,                0.14914,                 1.5346,                 2.9807,                 1.3734,             8.0804e-05,             8.0804e-05,             8.0804e-05
                     63,                 1.1633,                 1.4547,                  1.095,                 0.5962,                0.18468,                0.24751,                0.15003,                 1.5239,                 2.9494,                 1.3752,             7.8785e-05,             7.8785e-05,             7.8785e-05
                     64,                 1.0932,                 1.3691,                 1.0853,                0.59704,                0.17876,                0.26726,                0.15893,                 1.5282,                 2.9674,                 1.3916,             7.6765e-05,             7.6765e-05,             7.6765e-05
                     65,                 1.0405,                  1.331,                 1.0732,                0.42264,                0.19676,                0.26618,                0.15774,                 1.5388,                 2.9545,                 1.3889,             7.4746e-05,             7.4746e-05,             7.4746e-05
                     66,                 1.1267,                 1.4008,                 1.0788,                0.37779,                0.23322,                0.25718,                0.15669,                 1.5471,                 2.9942,                  1.388,             7.2726e-05,             7.2726e-05,             7.2726e-05
                     67,                 1.1384,                 1.4192,                 1.0911,                0.56215,                0.18613,                 0.2618,                 0.1603,                 1.5584,                  2.948,                 1.3993,             7.0706e-05,             7.0706e-05,             7.0706e-05
                     68,                 1.0938,                 1.4547,                 1.0971,                0.52455,                0.19432,                0.26435,                0.16513,                 1.5354,                 2.8552,                 1.3925,             6.8687e-05,             6.8687e-05,             6.8687e-05
                     69,                 1.1022,                 1.4014,                 1.0659,                0.52922,                0.19539,                0.26536,                0.16608,                 1.5207,                 2.8537,                 1.3876,             6.6667e-05,             6.6667e-05,             6.6667e-05
                     70,                 1.1422,                 1.4566,                 1.0945,                0.51819,                 0.1803,                0.27957,                0.16091,                 1.5213,                 2.8584,                 1.3845,             6.4648e-05,             6.4648e-05,             6.4648e-05
                     71,                 1.0946,                 1.4003,                 1.0739,                0.45643,                0.17336,                0.25618,                0.15424,                 1.5316,                 2.8604,                 1.3919,             6.2628e-05,             6.2628e-05,             6.2628e-05
                     72,                 1.0693,                 1.3355,                 1.0646,                0.39448,                0.24027,                0.25466,                0.15301,                 1.5588,                 2.9034,                 1.4018,             6.0608e-05,             6.0608e-05,             6.0608e-05
                     73,                 1.1095,                 1.3525,                 1.0707,                0.38954,                0.18239,                0.25223,                0.14952,                 1.5722,                 2.9529,                 1.4028,             5.8589e-05,             5.8589e-05,             5.8589e-05
                     74,                  1.065,                 1.3236,                 1.0604,                0.48977,                0.18802,                0.25537,                0.15062,                 1.5667,                 2.9558,                 1.4065,             5.6569e-05,             5.6569e-05,             5.6569e-05
                     75,                 1.0858,                 1.3037,                  1.071,                0.49685,                0.16839,                0.26291,                 0.1495,                 1.5768,                 2.9556,                  1.429,              5.455e-05,              5.455e-05,              5.455e-05
                     76,                 1.1367,                 1.3372,                 1.0635,                0.51031,                0.17553,                0.26057,                0.14886,                 1.5815,                 2.9203,                 1.4263,              5.253e-05,              5.253e-05,              5.253e-05
                     77,                 1.0719,                 1.3863,                 1.0612,                0.55156,                0.16516,                0.25825,                0.14705,                 1.5879,                 2.8956,                 1.4286,              5.051e-05,              5.051e-05,              5.051e-05
                     78,                 1.0912,                  1.339,                 1.0702,                0.59226,                0.16117,                0.25186,                 0.1434,                 1.5691,                 2.8895,                 1.4162,             4.8491e-05,             4.8491e-05,             4.8491e-05
                     79,                 1.0796,                 1.3422,                 1.0535,                0.47171,                0.15706,                0.23897,                0.13599,                 1.5611,                 2.8859,                 1.4067,             4.6471e-05,             4.6471e-05,             4.6471e-05
                     80,                   1.07,                 1.3063,                 1.0651,                0.51813,                0.15632,                0.23295,                0.13091,                 1.5572,                 2.9059,                 1.3994,             4.4452e-05,             4.4452e-05,             4.4452e-05
                     81,                 1.1155,                 1.3014,                 1.0732,                0.53664,                0.15869,                0.23012,                 0.1309,                 1.5646,                 2.9312,                 1.4046,             4.2432e-05,             4.2432e-05,             4.2432e-05
                     82,                 1.1018,                 1.3384,                 1.0574,                0.54141,                0.16242,                0.23485,                0.13101,                  1.572,                  2.955,                 1.4017,             4.0412e-05,             4.0412e-05,             4.0412e-05
                     83,                 1.0732,                 1.3031,                 1.0522,                0.48921,                 0.1629,                0.24008,                0.13312,                 1.5678,                 2.9055,                 1.4034,             3.8393e-05,             3.8393e-05,             3.8393e-05
                     84,                 1.1248,                 1.3393,                 1.0713,                0.53941,                0.17211,                0.24037,                0.13266,                 1.5551,                 2.8545,                 1.4042,             3.6373e-05,             3.6373e-05,             3.6373e-05
                     85,                 1.1055,                 1.3402,                 1.0711,                0.58838,                0.16684,                0.23127,                0.13214,                 1.5569,                  2.857,                 1.4036,             3.4354e-05,             3.4354e-05,             3.4354e-05
